step	file	score	n_paths	top_weight	monodromy_phase	wall_crossing	H1_11
271	ainf_export_1779176830.07.json	0.000000	100	4.000672e+00	0.998400	true	1.57310000
272	ainf_export_1779176840.64.json	0.000000	100	4.001183e+00	0.999000	false	1.00000000
273	ainf_export_1779176851.22.json	0.000000	100	4.002039e+00	0.996000	false	1.00000000
274	ainf_export_1779176861.85.json	0.000000	100	4.001763e+00	0.995700	false	1.00000000
275	ainf_export_1779176872.37.json	0.000000	100	4.001550e+00	0.994800	false	1.00000000
276	ainf_export_1779176882.84.json	0.000000	100	4.000689e+00	0.004700	true	0.63568750
277	ainf_export_1779176893.42.json	0.000000	100	4.000292e+00	0.999500	true	1.57310000
278	ainf_export_1779176903.99.json	0.000000	100	4.000120e+00	0.998600	false	1.00000000
279	ainf_export_1779176914.43.json	0.000000	100	4.000106e+00	0.997900	false	1.00000000
280	ainf_export_1779176924.87.json	0.000000	100	4.000200e+00	0.998400	false	1.00000000
281	ainf_export_1779176935.35.json	0.000000	100	4.000175e+00	0.997700	false	1.00000000
282	ainf_export_1779176945.96.json	0.000000	100	4.000329e+00	0.002200	true	0.63568750
283	ainf_export_1779176956.47.json	0.000000	100	4.000611e+00	0.002200	false	1.00000000
284	ainf_export_1779176966.98.json	0.000000	100	4.001125e+00	0.002600	false	1.00000000
285	ainf_export_1779176977.47.json	0.000000	100	4.001006e+00	0.997100	true	1.57310000
286	ainf_export_1779176987.94.json	0.000000	100	4.001716e+00	0.029700	true	0.63568750
287	ainf_export_1779176998.46.json	0.000000	100	4.000768e+00	0.132900	true	1.57310000
288	ainf_export_1779177009.10.json	0.000000	100	4.000654e+00	0.100500	true	0.63568750
289	ainf_export_1779177019.76.json	0.000000	100	4.000272e+00	0.073700	true	0.63568750
290	ainf_export_1779177030.22.json	0.000000	100	4.000221e+00	0.996300	true	1.57310000
291	ainf_export_1779177040.80.json	0.000000	100	4.000448e+00	0.002400	true	0.63568750
292	ainf_export_1779177051.36.json	0.000000	100	4.000351e+00	0.999700	true	1.57310000
293	ainf_export_1779177061.83.json	0.000000	100	4.000675e+00	0.000400	true	0.63568750
294	ainf_export_1779177072.64.json	0.000000	100	4.001147e+00	0.000100	false	1.00000000
295	ainf_export_1779177083.33.json	0.000000	100	4.001032e+00	0.000200	false	1.00000000
296	ainf_export_1779177093.95.json	0.000000	100	4.000857e+00	0.996300	true	1.57310000
297	ainf_export_1779177104.59.json	0.000000	100	4.000738e+00	0.995900	false	1.00000000
298	ainf_export_1779177115.14.json	0.000000	100	4.000662e+00	0.999400	false	1.00000000
299	ainf_export_1779177126.07.json	0.000000	100	4.000565e+00	0.999700	false	1.00000000
300	ainf_export_1779177136.83.json	0.000000	100	4.001003e+00	0.997900	false	1.00000000
